Country,Country code,year,category,category2,revenue,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2016,社交,非游戏,159220353.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2015,健康与健身,非游戏,156948859.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,参考,非游戏,156905070.7,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2015,图书,非游戏,156472979.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,参考,非游戏,153755977.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2016,商业,非游戏,153739822.9,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2015,新闻,非游戏,150911883.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2019,金融,非游戏,148846425.9,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2017,新闻,非游戏,145568810.6,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,摄影,非游戏,145520152.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,医疗,非游戏,142030276.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2016,新闻,非游戏,140806309,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,旅游,非游戏,140186026.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2014,图书,非游戏,139638254.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,地图与导航,非游戏,138543364.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2015,照片和视频,非游戏,138248351.4,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2019,导航,非游戏,136765298.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,艺术与设计,非游戏,136312176.9,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2016,体育,非游戏,135992761.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,视频播放器和编辑器,非游戏,133700800.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2024,美食佳饮,非游戏,133690892.3,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2022,购物,非游戏,132222743.1,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2021,购物,非游戏,130331667.5,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2014,健康与健身,非游戏,129060467.8,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2023,新闻与杂志,非游戏,128360246.2,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2014,导航,非游戏,128052749.9,,,,,,,,,,,,,,,,,,,
中国台湾/中国香港,All countries,2020,天气,非游戏,126990224.5,,,,,,,,,,,,,,,,,,,
