Country,Country code,Quarter,Year,Category,Revenue
Brazil,BRA,2018-Q1,2018,Gaming,"65,317,763.04"
Canada,CAN,2018-Q1,2018,Gaming,"205,863,366.32"
Germany,DEU,2018-Q1,2018,Gaming,"333,136,814.52"
France,FRA,2018-Q1,2018,Gaming,"210,571,298.24"
U.K.,GBR,2018-Q1,2018,Gaming,"275,462,221.38"
Indonesia,IDN,2018-Q1,2018,Gaming,"48,022,078.74"
India,IND,2018-Q1,2018,Gaming,"25,403,529.49"
Japan,JPN,2018-Q1,2018,Gaming,"3,473,198,133.32"
South Korea,KOR,2018-Q1,2018,Gaming,"843,645,470.31"
Mexico,MEX,2018-Q1,2018,Gaming,"39,562,246.86"
U.S.,USA,2018-Q1,2018,Gaming,"2,919,392,630.83"
Vietnam,VNM,2018-Q1,2018,Gaming,"20,974,425.46"
Australia,AUS,2018-Q2,2018,Gaming,"214,487,006.89"
Brazil,BRA,2018-Q2,2018,Gaming,"68,297,316.38"
Canada,CAN,2018-Q2,2018,Gaming,"212,967,628.79"
Germany,DEU,2018-Q2,2018,Gaming,"324,317,782.61"
France,FRA,2018-Q2,2018,Gaming,"196,119,171.68"
U.K.,GBR,2018-Q2,2018,Gaming,"281,847,700.15"
Indonesia,IDN,2018-Q2,2018,Gaming,"51,092,345.04"
India,IND,2018-Q2,2018,Gaming,"29,346,713.13"
Japan,JPN,2018-Q2,2018,Gaming,"3,364,344,956.95"
South Korea,KOR,2018-Q2,2018,Gaming,"819,826,327.60"
Mexico,MEX,2018-Q2,2018,Gaming,"39,474,699.23"
U.S.,USA,2018-Q2,2018,Gaming,"3,143,206,311.00"
Vietnam,VNM,2018-Q2,2018,Gaming,"25,680,708.77"
Australia,AUS,2018-Q3,2018,Gaming,"229,182,179.99"
Brazil,BRA,2018-Q3,2018,Gaming,"79,487,081.85"
Canada,CAN,2018-Q3,2018,Gaming,"227,354,624.07"
Germany,DEU,2018-Q3,2018,Gaming,"346,990,291.15"
France,FRA,2018-Q3,2018,Gaming,"202,757,214.32"
U.K.,GBR,2018-Q3,2018,Gaming,"290,683,111.32"
Indonesia,IDN,2018-Q3,2018,Gaming,"47,513,350.94"
India,IND,2018-Q3,2018,Gaming,"26,269,500.91"
Japan,JPN,2018-Q3,2018,Gaming,"3,433,047,234.26"
South Korea,KOR,2018-Q3,2018,Gaming,"866,751,225.96"
Mexico,MEX,2018-Q3,2018,Gaming,"46,690,153.92"
U.S.,USA,2018-Q3,2018,Gaming,"3,305,444,616.07"
Vietnam,VNM,2018-Q3,2018,Gaming,"26,174,216.13"
Australia,AUS,2018-Q4,2018,Gaming,"217,360,867.41"
Brazil,BRA,2018-Q4,2018,Gaming,"107,168,903.10"
Canada,CAN,2018-Q4,2018,Gaming,"234,556,890.00"
Germany,DEU,2018-Q4,2018,Gaming,"368,951,238.68"
France,FRA,2018-Q4,2018,Gaming,"210,898,708.47"
U.K.,GBR,2018-Q4,2018,Gaming,"296,189,877.12"
Indonesia,IDN,2018-Q4,2018,Gaming,"52,738,713.38"
India,IND,2018-Q4,2018,Gaming,"25,048,571.09"
Japan,JPN,2018-Q4,2018,Gaming,"3,600,087,457.98"
South Korea,KOR,2018-Q4,2018,Gaming,"874,164,484.82"
Mexico,MEX,2018-Q4,2018,Gaming,"54,016,834.07"
U.S.,USA,2018-Q4,2018,Gaming,"3,511,492,940.29"
Vietnam,VNM,2018-Q4,2018,Gaming,"27,227,878.52"
Australia,AUS,2019-Q1,2019,Gaming,"205,442,764.07"
Brazil,BRA,2019-Q1,2019,Gaming,"117,170,777.35"
Canada,CAN,2019-Q1,2019,Gaming,"247,857,044.55"
Germany,DEU,2019-Q1,2019,Gaming,"374,659,521.40"
France,FRA,2019-Q1,2019,Gaming,"216,705,819.46"
U.K.,GBR,2019-Q1,2019,Gaming,"307,220,815.08"
Indonesia,IDN,2019-Q1,2019,Gaming,"60,871,093.00"
India,IND,2019-Q1,2019,Gaming,"26,001,271.97"
Japan,JPN,2019-Q1,2019,Gaming,"3,803,405,434.55"
South Korea,KOR,2019-Q1,2019,Gaming,"863,376,260.39"
Mexico,MEX,2019-Q1,2019,Gaming,"58,532,693.89"
U.S.,USA,2019-Q1,2019,Gaming,"3,725,197,433.00"
Vietnam,VNM,2019-Q1,2019,Gaming,"33,371,850.75"
Australia,AUS,2019-Q2,2019,Gaming,"229,766,364.68"
Brazil,BRA,2019-Q2,2019,Gaming,"134,611,194.85"
Canada,CAN,2019-Q2,2019,Gaming,"259,981,179.02"
Germany,DEU,2019-Q2,2019,Gaming,"374,980,923.10"
France,FRA,2019-Q2,2019,Gaming,"220,265,256.36"
U.K.,GBR,2019-Q2,2019,Gaming,"324,573,404.42"
Indonesia,IDN,2019-Q2,2019,Gaming,"74,955,534.93"
India,IND,2019-Q2,2019,Gaming,"27,988,825.16"
Japan,JPN,2019-Q2,2019,Gaming,"3,422,178,438.55"
South Korea,KOR,2019-Q2,2019,Gaming,"835,109,670.07"
Mexico,MEX,2019-Q2,2019,Gaming,"69,502,962.28"
U.S.,USA,2019-Q2,2019,Gaming,"3,909,981,138.69"
Vietnam,VNM,2019-Q2,2019,Gaming,"34,129,855.21"
Australia,AUS,2019-Q3,2019,Gaming,"250,990,324.03"
Brazil,BRA,2019-Q3,2019,Gaming,"135,775,855.86"
Canada,CAN,2019-Q3,2019,Gaming,"283,263,632.67"
Germany,DEU,2019-Q3,2019,Gaming,"399,754,864.50"
France,FRA,2019-Q3,2019,Gaming,"237,244,513.06"
U.K.,GBR,2019-Q3,2019,Gaming,"332,512,146.07"
Indonesia,IDN,2019-Q3,2019,Gaming,"79,602,512.70"
India,IND,2019-Q3,2019,Gaming,"31,729,275.31"
Japan,JPN,2019-Q3,2019,Gaming,"3,781,939,780.72"
South Korea,KOR,2019-Q3,2019,Gaming,"778,238,522.11"
Mexico,MEX,2019-Q3,2019,Gaming,"75,865,175.48"
U.S.,USA,2019-Q3,2019,Gaming,"4,157,027,410.72"
Vietnam,VNM,2019-Q3,2019,Gaming,"36,634,398.15"
Australia,AUS,2019-Q4,2019,Gaming,"241,045,086.38"
Brazil,BRA,2019-Q4,2019,Gaming,"122,615,845.57"
Canada,CAN,2019-Q4,2019,Gaming,"297,261,081.79"
Germany,DEU,2019-Q4,2019,Gaming,"441,331,387.89"
France,FRA,2019-Q4,2019,Gaming,"245,037,140.86"
U.K.,GBR,2019-Q4,2019,Gaming,"351,326,395.26"
Indonesia,IDN,2019-Q4,2019,Gaming,"90,092,925.39"
India,IND,2019-Q4,2019,Gaming,"35,177,773.47"
Japan,JPN,2019-Q4,2019,Gaming,"3,473,131,520.32"
South Korea,KOR,2019-Q4,2019,Gaming,"1,006,652,119.32"
Mexico,MEX,2019-Q4,2019,Gaming,"76,112,912.93"
U.S.,USA,2019-Q4,2019,Gaming,"4,314,214,705.61"
Vietnam,VNM,2019-Q4,2019,Gaming,"36,243,635.27"
Australia,AUS,2020-Q1,2020,Gaming,"235,069,592.15"
Brazil,BRA,2020-Q1,2020,Gaming,"127,575,231.37"
Canada,CAN,2020-Q1,2020,Gaming,"307,803,962.86"
Germany,DEU,2020-Q1,2020,Gaming,"444,626,528.57"
France,FRA,2020-Q1,2020,Gaming,"258,494,645.80"
U.K.,GBR,2020-Q1,2020,Gaming,"364,711,236.86"
Indonesia,IDN,2020-Q1,2020,Gaming,"99,642,516.80"
India,IND,2020-Q1,2020,Gaming,"37,228,284.36"
Japan,JPN,2020-Q1,2020,Gaming,"3,348,390,253.83"
South Korea,KOR,2020-Q1,2020,Gaming,"1,123,499,555.86"
Mexico,MEX,2020-Q1,2020,Gaming,"84,751,884.48"
U.S.,USA,2020-Q1,2020,Gaming,"4,535,808,363.46"
Vietnam,VNM,2020-Q1,2020,Gaming,"45,708,203.96"
Australia,AUS,2020-Q2,2020,Gaming,"304,308,682.35"
Brazil,BRA,2020-Q2,2020,Gaming,"131,799,863.15"
Canada,CAN,2020-Q2,2020,Gaming,"425,204,658.42"
Germany,DEU,2020-Q2,2020,Gaming,"497,181,913.84"
France,FRA,2020-Q2,2020,Gaming,"299,048,037.35"
U.K.,GBR,2020-Q2,2020,Gaming,"466,384,548.95"
Indonesia,IDN,2020-Q2,2020,Gaming,"101,855,095.05"
India,IND,2020-Q2,2020,Gaming,"56,476,297.09"
Japan,JPN,2020-Q2,2020,Gaming,"3,717,084,041.95"
South Korea,KOR,2020-Q2,2020,Gaming,"1,054,999,273.37"
Mexico,MEX,2020-Q2,2020,Gaming,"88,481,095.13"
U.S.,USA,2020-Q2,2020,Gaming,"6,087,283,590.48"
Vietnam,VNM,2020-Q2,2020,Gaming,"47,606,292.07"
Australia,AUS,2020-Q3,2020,Gaming,"352,453,431.95"
Brazil,BRA,2020-Q3,2020,Gaming,"119,625,353.76"
Canada,CAN,2020-Q3,2020,Gaming,"414,665,151.34"
Germany,DEU,2020-Q3,2020,Gaming,"526,512,288.41"
France,FRA,2020-Q3,2020,Gaming,"281,650,262.81"
U.K.,GBR,2020-Q3,2020,Gaming,"429,695,818.09"
Indonesia,IDN,2020-Q3,2020,Gaming,"94,768,229.81"
India,IND,2020-Q3,2020,Gaming,"43,235,001.75"
Japan,JPN,2020-Q3,2020,Gaming,"4,195,709,866.42"
South Korea,KOR,2020-Q3,2020,Gaming,"1,346,645,051.43"
Mexico,MEX,2020-Q3,2020,Gaming,"99,263,830.32"
U.S.,USA,2020-Q3,2020,Gaming,"5,730,967,555.97"
Vietnam,VNM,2020-Q3,2020,Gaming,"50,390,789.78"
Australia,AUS,2020-Q4,2020,Gaming,"317,963,862.92"
Brazil,BRA,2020-Q4,2020,Gaming,"125,249,497.94"
Canada,CAN,2020-Q4,2020,Gaming,"424,951,827.56"
Germany,DEU,2020-Q4,2020,Gaming,"587,322,148.49"
France,FRA,2020-Q4,2020,Gaming,"311,790,660.10"
U.K.,GBR,2020-Q4,2020,Gaming,"463,483,386.89"
Indonesia,IDN,2020-Q4,2020,Gaming,"105,308,428.29"
India,IND,2020-Q4,2020,Gaming,"39,371,910.29"
Japan,JPN,2020-Q4,2020,Gaming,"3,940,205,818.95"
South Korea,KOR,2020-Q4,2020,Gaming,"1,309,742,505.87"
Mexico,MEX,2020-Q4,2020,Gaming,"106,553,172.01"
U.S.,USA,2020-Q4,2020,Gaming,"5,549,484,794.80"
Vietnam,VNM,2020-Q4,2020,Gaming,"55,512,547.15"
Australia,AUS,2021-Q1,2021,Gaming,"329,024,580.96"
Brazil,BRA,2021-Q1,2021,Gaming,"117,245,278.57"
Canada,CAN,2021-Q1,2021,Gaming,"430,114,697.68"
Germany,DEU,2021-Q1,2021,Gaming,"598,570,553.18"
France,FRA,2021-Q1,2021,Gaming,"308,574,675.94"
U.K.,GBR,2021-Q1,2021,Gaming,"506,089,838.59"
Indonesia,IDN,2021-Q1,2021,Gaming,"99,610,297.35"
India,IND,2021-Q1,2021,Gaming,"43,626,362.43"
Japan,JPN,2021-Q1,2021,Gaming,"4,131,736,923.56"
South Korea,KOR,2021-Q1,2021,Gaming,"1,348,212,078.27"
Mexico,MEX,2021-Q1,2021,Gaming,"111,673,710.77"
U.S.,USA,2021-Q1,2021,Gaming,"6,065,803,582.93"
Vietnam,VNM,2021-Q1,2021,Gaming,"63,283,416.00"
Australia,AUS,2021-Q2,2021,Gaming,"331,778,060.63"
Brazil,BRA,2021-Q2,2021,Gaming,"121,909,247.13"
Canada,CAN,2021-Q2,2021,Gaming,"439,703,991.27"
Germany,DEU,2021-Q2,2021,Gaming,"597,499,284.11"
France,FRA,2021-Q2,2021,Gaming,"303,571,198.73"
U.K.,GBR,2021-Q2,2021,Gaming,"497,820,951.21"
Indonesia,IDN,2021-Q2,2021,Gaming,"96,972,835.00"
India,IND,2021-Q2,2021,Gaming,"58,011,373.31"
Japan,JPN,2021-Q2,2021,Gaming,"3,609,464,168.97"
South Korea,KOR,2021-Q2,2021,Gaming,"1,319,116,794.31"
Mexico,MEX,2021-Q2,2021,Gaming,"109,232,030.66"
U.S.,USA,2021-Q2,2021,Gaming,"6,241,291,174.70"
Vietnam,VNM,2021-Q2,2021,Gaming,"63,933,942.49"
Australia,AUS,2021-Q3,2021,Gaming,"368,189,741.46"
Brazil,BRA,2021-Q3,2021,Gaming,"122,932,809.70"
Canada,CAN,2021-Q3,2021,Gaming,"416,773,745.99"
Germany,DEU,2021-Q3,2021,Gaming,"581,052,372.92"
France,FRA,2021-Q3,2021,Gaming,"301,219,801.52"
U.K.,GBR,2021-Q3,2021,Gaming,"493,677,845.50"
Indonesia,IDN,2021-Q3,2021,Gaming,"92,821,562.52"
India,IND,2021-Q3,2021,Gaming,"75,137,495.40"
Japan,JPN,2021-Q3,2021,Gaming,"3,890,348,284.74"
South Korea,KOR,2021-Q3,2021,Gaming,"1,423,840,334.93"
Mexico,MEX,2021-Q3,2021,Gaming,"130,038,850.99"
U.S.,USA,2021-Q3,2021,Gaming,"6,060,452,673.23"
Vietnam,VNM,2021-Q3,2021,Gaming,"76,744,403.99"
Australia,AUS,2021-Q4,2021,Gaming,"337,736,475.18"
Brazil,BRA,2021-Q4,2021,Gaming,"115,477,627.76"
Canada,CAN,2021-Q4,2021,Gaming,"406,056,196.99"
Germany,DEU,2021-Q4,2021,Gaming,"603,713,108.20"
France,FRA,2021-Q4,2021,Gaming,"292,910,103.34"
U.K.,GBR,2021-Q4,2021,Gaming,"500,466,390.99"
Indonesia,IDN,2021-Q4,2021,Gaming,"90,572,665.29"
India,IND,2021-Q4,2021,Gaming,"80,466,856.71"
Japan,JPN,2021-Q4,2021,Gaming,"3,774,544,232.23"
South Korea,KOR,2021-Q4,2021,Gaming,"1,324,058,781.73"
Mexico,MEX,2021-Q4,2021,Gaming,"144,624,622.29"
U.S.,USA,2021-Q4,2021,Gaming,"6,004,208,008.48"
Vietnam,VNM,2021-Q4,2021,Gaming,"76,108,982.13"
Australia,AUS,2022-Q1,2022,Gaming,"322,112,332.54"
Brazil,BRA,2022-Q1,2022,Gaming,"119,656,847.35"
Canada,CAN,2022-Q1,2022,Gaming,"393,205,113.43"
Germany,DEU,2022-Q1,2022,Gaming,"569,870,471.22"
France,FRA,2022-Q1,2022,Gaming,"293,832,034.28"
U.K.,GBR,2022-Q1,2022,Gaming,"464,988,795.01"
Indonesia,IDN,2022-Q1,2022,Gaming,"87,012,309.89"
India,IND,2022-Q1,2022,Gaming,"84,513,327.43"
Japan,JPN,2022-Q1,2022,Gaming,"3,713,804,501.25"
South Korea,KOR,2022-Q1,2022,Gaming,"1,278,302,904.31"
Mexico,MEX,2022-Q1,2022,Gaming,"139,687,957.21"
U.S.,USA,2022-Q1,2022,Gaming,"5,764,327,361.49"
Vietnam,VNM,2022-Q1,2022,Gaming,"66,792,902.65"
Australia,AUS,2022-Q2,2022,Gaming,"323,354,136.04"
Brazil,BRA,2022-Q2,2022,Gaming,"126,486,356.42"
Canada,CAN,2022-Q2,2022,Gaming,"370,070,519.78"
Germany,DEU,2022-Q2,2022,Gaming,"533,940,713.71"
France,FRA,2022-Q2,2022,Gaming,"265,316,988.91"
U.K.,GBR,2022-Q2,2022,Gaming,"412,956,509.63"
Indonesia,IDN,2022-Q2,2022,Gaming,"93,321,278.37"
India,IND,2022-Q2,2022,Gaming,"69,819,365.78"
Japan,JPN,2022-Q2,2022,Gaming,"3,027,318,019.74"
South Korea,KOR,2022-Q2,2022,Gaming,"1,130,162,782.10"
Mexico,MEX,2022-Q2,2022,Gaming,"127,592,711.97"
U.S.,USA,2022-Q2,2022,Gaming,"5,567,039,046.97"
Vietnam,VNM,2022-Q2,2022,Gaming,"68,298,512.42"
Australia,AUS,2022-Q3,2022,Gaming,"335,839,509.07"
Brazil,BRA,2022-Q3,2022,Gaming,"124,247,371.12"
Canada,CAN,2022-Q3,2022,Gaming,"371,118,381.04"
Germany,DEU,2022-Q3,2022,Gaming,"537,364,977.10"
France,FRA,2022-Q3,2022,Gaming,"270,482,017.72"
U.K.,GBR,2022-Q3,2022,Gaming,"407,591,969.32"
Indonesia,IDN,2022-Q3,2022,Gaming,"96,087,169.26"
India,IND,2022-Q3,2022,Gaming,"66,499,501.04"
Japan,JPN,2022-Q3,2022,Gaming,"3,029,491,280.19"
South Korea,KOR,2022-Q3,2022,Gaming,"1,188,097,166.64"
Mexico,MEX,2022-Q3,2022,Gaming,"136,606,836.62"
U.S.,USA,2022-Q3,2022,Gaming,"5,524,621,968.91"
Vietnam,VNM,2022-Q3,2022,Gaming,"69,875,309.47"
Australia,AUS,2022-Q4,2022,Gaming,"310,970,521.42"
Brazil,BRA,2022-Q4,2022,Gaming,"134,286,057.11"
Canada,CAN,2022-Q4,2022,Gaming,"374,075,283.06"
Germany,DEU,2022-Q4,2022,Gaming,"566,709,838.48"
France,FRA,2022-Q4,2022,Gaming,"280,254,389.52"
U.K.,GBR,2022-Q4,2022,Gaming,"433,720,087.12"
Indonesia,IDN,2022-Q4,2022,Gaming,"100,507,786.70"
India,IND,2022-Q4,2022,Gaming,"63,316,681.09"
Japan,JPN,2022-Q4,2022,Gaming,"2,962,438,272.04"
South Korea,KOR,2022-Q4,2022,Gaming,"1,179,566,999.43"
Mexico,MEX,2022-Q4,2022,Gaming,"120,177,431.04"
U.S.,USA,2022-Q4,2022,Gaming,"5,684,173,168.15"
Vietnam,VNM,2022-Q4,2022,Gaming,"63,364,412.14"
Australia,AUS,2023-Q1,2023,Gaming,"307,365,065.70"
Brazil,BRA,2023-Q1,2023,Gaming,"126,137,175.80"
Canada,CAN,2023-Q1,2023,Gaming,"363,171,921.93"
Germany,DEU,2023-Q1,2023,Gaming,"581,165,455.09"
France,FRA,2023-Q1,2023,Gaming,"283,864,622.07"
U.K.,GBR,2023-Q1,2023,Gaming,"435,532,316.27"
Indonesia,IDN,2023-Q1,2023,Gaming,"97,665,117.22"
India,IND,2023-Q1,2023,Gaming,"64,103,233.69"
Japan,JPN,2023-Q1,2023,Gaming,"3,191,018,633.66"
South Korea,KOR,2023-Q1,2023,Gaming,"1,335,588,231.55"
Mexico,MEX,2023-Q1,2023,Gaming,"133,029,179.35"
U.S.,USA,2023-Q1,2023,Gaming,"5,647,149,167.52"
Vietnam,VNM,2023-Q1,2023,Gaming,"64,635,279.82"
Australia,AUS,2023-Q2,2023,Gaming,"315,169,811.44"
Brazil,BRA,2023-Q2,2023,Gaming,"132,137,424.47"
Canada,CAN,2023-Q2,2023,Gaming,"360,717,564.04"
Germany,DEU,2023-Q2,2023,Gaming,"603,782,431.75"
France,FRA,2023-Q2,2023,Gaming,"289,545,750.23"
U.K.,GBR,2023-Q2,2023,Gaming,"490,500,201.54"
Indonesia,IDN,2023-Q2,2023,Gaming,"102,518,704.86"
India,IND,2023-Q2,2023,Gaming,"67,812,328.08"
Japan,JPN,2023-Q2,2023,Gaming,"2,807,860,427.95"
South Korea,KOR,2023-Q2,2023,Gaming,"1,205,568,359.09"
Mexico,MEX,2023-Q2,2023,Gaming,"132,438,186.92"
U.S.,USA,2023-Q2,2023,Gaming,"5,673,927,527.65"
Vietnam,VNM,2023-Q2,2023,Gaming,"63,538,688.90"
Australia,AUS,2023-Q3,2023,Gaming,"332,831,533.86"
Brazil,BRA,2023-Q3,2023,Gaming,"136,845,876.51"
Canada,CAN,2023-Q3,2023,Gaming,"385,704,175.00"
Germany,DEU,2023-Q3,2023,Gaming,"621,593,091.57"
France,FRA,2023-Q3,2023,Gaming,"324,456,129.75"
U.K.,GBR,2023-Q3,2023,Gaming,"534,965,638.04"
Indonesia,IDN,2023-Q3,2023,Gaming,"97,754,734.15"
India,IND,2023-Q3,2023,Gaming,"77,834,405.66"
Japan,JPN,2023-Q3,2023,Gaming,"2,866,458,900.21"
South Korea,KOR,2023-Q3,2023,Gaming,"1,271,349,909.65"
Mexico,MEX,2023-Q3,2023,Gaming,"137,257,944.45"
U.S.,USA,2023-Q3,2023,Gaming,"6,077,582,214.95"
Vietnam,VNM,2023-Q3,2023,Gaming,"67,698,698.03"
Australia,AUS,2023-Q4,2023,Gaming,"326,864,704.29"
Brazil,BRA,2023-Q4,2023,Gaming,"143,458,268.40"
Canada,CAN,2023-Q4,2023,Gaming,"398,513,537.25"
Germany,DEU,2023-Q4,2023,Gaming,"660,106,953.13"
France,FRA,2023-Q4,2023,Gaming,"337,369,482.64"
U.K.,GBR,2023-Q4,2023,Gaming,"535,381,217.47"
Indonesia,IDN,2023-Q4,2023,Gaming,"94,594,205.32"
India,IND,2023-Q4,2023,Gaming,"78,523,381.23"
Japan,JPN,2023-Q4,2023,Gaming,"2,885,776,265.77"
South Korea,KOR,2023-Q4,2023,Gaming,"1,237,318,810.00"
Mexico,MEX,2023-Q4,2023,Gaming,"151,471,885.21"
U.S.,USA,2023-Q4,2023,Gaming,"6,411,802,036.01"
Vietnam,VNM,2023-Q4,2023,Gaming,"66,192,651.34"
Australia,AUS,2024-Q1,2024,Gaming,"325,651,637.68"
Brazil,BRA,2024-Q1,2024,Gaming,"144,742,170.94"
Canada,CAN,2024-Q1,2024,Gaming,"408,421,876.70"
Germany,DEU,2024-Q1,2024,Gaming,"668,409,981.67"
France,FRA,2024-Q1,2024,Gaming,"356,379,177.37"
U.K.,GBR,2024-Q1,2024,Gaming,"554,267,834.92"
Indonesia,IDN,2024-Q1,2024,Gaming,"97,919,830.05"
India,IND,2024-Q1,2024,Gaming,"77,039,708.42"
Japan,JPN,2024-Q1,2024,Gaming,"2,935,136,460.86"
South Korea,KOR,2024-Q1,2024,Gaming,"1,362,800,817.89"
Mexico,MEX,2024-Q1,2024,Gaming,"167,310,920.89"
U.S.,USA,2024-Q1,2024,Gaming,"6,691,761,594.45"
Vietnam,VNM,2024-Q1,2024,Gaming,"65,186,914.39"
Australia,AUS,2024-Q2,2024,Gaming,"334,268,418.42"
Brazil,BRA,2024-Q2,2024,Gaming,"149,584,663.62"
Canada,CAN,2024-Q2,2024,Gaming,"404,406,602.64"
Germany,DEU,2024-Q2,2024,Gaming,"657,971,028.66"
France,FRA,2024-Q2,2024,Gaming,"362,971,231.74"
U.K.,GBR,2024-Q2,2024,Gaming,"561,736,478.66"
Indonesia,IDN,2024-Q2,2024,Gaming,"100,209,190.86"
India,IND,2024-Q2,2024,Gaming,"80,880,991.16"
Japan,JPN,2024-Q2,2024,Gaming,"2,620,783,994.04"
South Korea,KOR,2024-Q2,2024,Gaming,"1,309,544,432.24"
Mexico,MEX,2024-Q2,2024,Gaming,"162,598,734.58"
U.S.,USA,2024-Q2,2024,Gaming,"6,552,939,404.00"
Vietnam,VNM,2024-Q2,2024,Gaming,"60,909,813.59"
Australia,AUS,2024-Q3,2024,Gaming,"358,956,072.30"
Brazil,BRA,2024-Q3,2024,Gaming,"145,904,729.42"
Canada,CAN,2024-Q3,2024,Gaming,"407,782,895.36"
Germany,DEU,2024-Q3,2024,Gaming,"685,796,213.40"
France,FRA,2024-Q3,2024,Gaming,"370,342,650.30"
U.K.,GBR,2024-Q3,2024,Gaming,"605,453,970.17"
Indonesia,IDN,2024-Q3,2024,Gaming,"109,821,497.82"
India,IND,2024-Q3,2024,Gaming,"88,794,749.83"
Japan,JPN,2024-Q3,2024,Gaming,"2,855,509,369.44"
South Korea,KOR,2024-Q3,2024,Gaming,"1,351,229,105.97"
Mexico,MEX,2024-Q3,2024,Gaming,"171,652,169.11"
U.S.,USA,2024-Q3,2024,Gaming,"6,334,631,419.38"
Vietnam,VNM,2024-Q3,2024,Gaming,"67,057,468.36"
Australia,AUS,2024-Q4,2024,Gaming,"351,289,242.24"
Brazil,BRA,2024-Q4,2024,Gaming,"153,043,803.52"
Canada,CAN,2024-Q4,2024,Gaming,"417,421,990.38"
Germany,DEU,2024-Q4,2024,Gaming,"715,337,798.80"
France,FRA,2024-Q4,2024,Gaming,"383,309,986.89"
U.K.,GBR,2024-Q4,2024,Gaming,"617,905,717.25"
Indonesia,IDN,2024-Q4,2024,Gaming,"109,723,986.31"
India,IND,2024-Q4,2024,Gaming,"92,324,424.61"
Japan,JPN,2024-Q4,2024,Gaming,"2,824,743,904.38"
South Korea,KOR,2024-Q4,2024,Gaming,"1,236,667,600.89"
Mexico,MEX,2024-Q4,2024,Gaming,"167,069,032.06"
U.S.,USA,2024-Q4,2024,Gaming,"6,383,652,809.55"
Vietnam,VNM,2024-Q4,2024,Gaming,"65,755,012.00"
All countries,All countries,2014-Q1,2014,Gaming,"3,860,687,257.67"
All countries,All countries,2014-Q2,2014,Gaming,"4,594,778,968.49"
All countries,All countries,2014-Q3,2014,Gaming,"5,163,792,546.08"
All countries,All countries,2014-Q4,2014,Gaming,"5,635,441,743.94"
All countries,All countries,2015-Q1,2015,Gaming,"6,173,179,720.13"
All countries,All countries,2015-Q2,2015,Gaming,"6,124,421,968.01"
All countries,All countries,2015-Q3,2015,Gaming,"6,577,857,859.43"
All countries,All countries,2015-Q4,2015,Gaming,"7,607,729,548.01"
All countries,All countries,2016-Q1,2016,Gaming,"8,508,917,141.84"
All countries,All countries,2016-Q2,2016,Gaming,"8,946,467,378.61"
All countries,All countries,2016-Q3,2016,Gaming,"10,032,810,838.81"
All countries,All countries,2016-Q4,2016,Gaming,"10,803,249,235.85"
All countries,All countries,2017-Q1,2017,Gaming,"11,376,199,213.13"
All countries,All countries,2017-Q2,2017,Gaming,"11,202,836,902.18"
All countries,All countries,2017-Q3,2017,Gaming,"12,168,684,231.53"
All countries,All countries,2017-Q4,2017,Gaming,"12,162,459,806.24"
All countries,All countries,2018-Q1,2018,Gaming,"13,004,355,090.02"
All countries,All countries,2018-Q2,2018,Gaming,"13,049,678,508.34"
All countries,All countries,2018-Q3,2018,Gaming,"13,540,834,431.33"
All countries,All countries,2018-Q4,2018,Gaming,"14,011,506,819.38"
All countries,All countries,2019-Q1,2019,Gaming,"14,468,576,884.90"
All countries,All countries,2019-Q2,2019,Gaming,"14,590,674,081.96"
All countries,All countries,2019-Q3,2019,Gaming,"15,938,074,891.84"
All countries,All countries,2019-Q4,2019,Gaming,"16,134,544,586.24"
All countries,All countries,2020-Q1,2020,Gaming,"17,335,347,718.32"
All countries,All countries,2020-Q2,2020,Gaming,"19,402,132,352.13"
All countries,All countries,2020-Q3,2020,Gaming,"19,714,079,198.85"
All countries,All countries,2020-Q4,2020,Gaming,"19,689,880,504.78"
All countries,All countries,2021-Q1,2021,Gaming,"20,968,547,875.89"
All countries,All countries,2021-Q2,2021,Gaming,"20,337,245,156.63"
All countries,All countries,2021-Q3,2021,Gaming,"20,834,846,073.50"
All countries,All countries,2021-Q4,2021,Gaming,"20,198,666,388.43"
All countries,All countries,2022-Q1,2022,Gaming,"20,253,779,911.36"
All countries,All countries,2022-Q2,2022,Gaming,"18,480,912,259.75"
All countries,All countries,2022-Q3,2022,Gaming,"18,304,724,171.81"
All countries,All countries,2022-Q4,2022,Gaming,"18,287,076,451.14"
All countries,All countries,2023-Q1,2023,Gaming,"19,030,578,298.59"
All countries,All countries,2023-Q2,2023,Gaming,"18,447,492,864.21"
All countries,All countries,2023-Q3,2023,Gaming,"19,229,223,146.87"
All countries,All countries,2023-Q4,2023,Gaming,"19,462,654,176.11"
All countries,All countries,2024-Q1,2024,Gaming,"20,237,995,798.03"
All countries,All countries,2024-Q2,2024,Gaming,"19,620,716,429.76"
All countries,All countries,2024-Q3,2024,Gaming,"19,942,029,933.00"
All countries,All countries,2024-Q4,2024,Gaming,"19,709,830,788.54"
All countries,All countries,2014-Q1,2014,Non-Gaming,"801,509,627.72"
All countries,All countries,2014-Q2,2014,Non-Gaming,"812,463,937.57"
All countries,All countries,2014-Q3,2014,Non-Gaming,"943,084,130.78"
All countries,All countries,2014-Q4,2014,Non-Gaming,"956,429,912.38"
All countries,All countries,2015-Q1,2015,Non-Gaming,"1,032,059,646.09"
All countries,All countries,2015-Q2,2015,Non-Gaming,"1,128,150,528.98"
